scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
,Solanaceae,Indet,Solanaceae,Solanaceae,Juss.,flowering plants,Accepted,Solanaceae,Juss.,-23.605833,-46.078056,2004-09-01,SpeciesLink,UMC,UMC,UMC,HUMC,1273,1
Ipomoea chiliantha,Convolvulaceae,Ipomoea chiliantha Hallier f.,Convolvulaceae,Ipomoea chiliantha,Hallier f.,flowering plants,Accepted,Convolvulaceae,Hallier f.,-19.076944,-57.701944,1995-08-18,GBIF,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS,2258,1
Pterolepis glomerata,Melastomataceae,Pterolepis glomerata (Rottb.) Miq.,Melastomataceae,Pterolepis glomerata,(Rottb.) Miq.,flowering plants,Accepted,Melastomataceae,(Rottb.) Miq.,-13.6,-41.8,2004-06-12,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Metzgeria liebmanniana,Metzgeriaceae,Metzgeria liebmaniana Lindenb. & Gottsche,Metzgeriaceae,Metzgeria liebmanniana,Lindenb. & Gottsche,bryophytes,Accepted,Metzgeriaceae,Lindenb. & Gottsche,-7.903056,-36.044167,1980-08-24,GBIF,IBt,IBt,IBt,SP-BRYOPHYTA,1670,1
Mimosa multiplex,Mimosaceae,Mimosa multiplex Benth.,Fabaceae,Mimosa multiplex,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-19.92083,-43.93778,1958-12-21,NY,NY,NY,NY,Herbarium,104,1
Scleria latifolia,Cyperaceae,Scleria latifolia Sw.,Cyperaceae,Scleria latifolia,Sw.,flowering plants,Accepted,Cyperaceae,Sw.,-23.968,-51.089833,2014-10-17,GBIF,Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR),HCF,2459,1
Philodendron roseopetiolatum,Araceae,Philodendron roseopetiolatum Nadruz & Mayo,Araceae,Philodendron roseopetiolatum,Nadruz & Mayo,flowering plants,Accepted,Araceae,Nadruz & Mayo,-27.056667,-49.087778,2007-12-13,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Senna hirsuta,Fabaceae,Senna hirsuta var. streptocarpa H.S.Irwin & Barneby,Fabaceae,Senna hirsuta var. streptocarpa,H.S. Irwin & Barneby,flowering plants,Accepted,Fabaceae,H.S. Irwin & Barneby,-29.914444,-56.033333,2006-11-18,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Rhabdadenia madida,Apocynaceae,Rhabdadenia macrostoma (Benth.) Müll.Arg.,Apocynaceae,Rhabdadenia macrostoma,(Benth.) Müll. Arg.,flowering plants,Accepted,Apocynaceae,(Vell.) Miers,-4.245278,-61.63,1955-01-31,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Terminalia phaeocarpa,COMBRETACEAE,Terminalia phaeocarpa Eichler,Combretaceae,Terminalia phaeocarpa,Eichler,flowering plants,Accepted,Combretaceae,Eichler,-15.9925,-47.8947222,1989-07-12,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Melanopsidium nigrum,RUBIACEAE,Melanopsidium nigrum,Rubiaceae,Melanopsidium nigrum,Colla,flowering plants,Accepted,Rubiaceae,Colla,-20.602457,-40.425684,2007-06-05,SpeciesLink,CVRD,CVRD,CVRD,CVRD,657,1
Verbesina macrophylla,Asteraceae,Verbesina macrophylla S.F.Blake,Asteraceae,Verbesina macrophylla,(Cass.) S.F. Blake,flowering plants,Accepted,Asteraceae,(Cass.) S.F. Blake,-11.405278,-40.550556,2013-08-13,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Rinorea guianensis,Violaceae,Violaceae Rinorea guianensis,Violaceae,Rinorea guianensis,Aubl.,flowering plants,Accepted,Violaceae,Aubl.,-1.73408,-51.51098,2005-04-03,TEAM,Caxiuanã,Fernanda Santos,,,36,1
Banisteriopsis oxyclada,Malpighiaceae,Banisteriopsis oxyclada (A. Juss.) B. Gates,Malpighiaceae,Banisteriopsis oxyclada,(A. Juss.) B. Gates,flowering plants,Accepted,Malpighiaceae,(A. Juss.) B. Gates,-5.45,-45.417,1984-04-02,NY,NY,NY,NY,Herbarium,104,1
Hydrolea spinosa,Hydroleaceae,Hydrolea spinosa L.,Hydroleaceae,Hydrolea spinosa,L.,flowering plants,Accepted,Hydroleaceae,L.,-14.198333,-49.291944,2013-06-14,GBIF,UnB,UnB,UnB,UB,3120,1
,Lecythidaceae,Lecythidaceae Eschweilera unknown,Lecythidaceae,Eschweilera,Mart. ex DC.,flowering plants,Accepted,Lecythidaceae,Mart. ex DC.,-1.72358,-51.4309,2009-10-17,TEAM,Caxiuanã,Fernanda Santos,,,36,1
Mimosa taimbensis,Fabaceae,Mimosa taimbensis Burkart,Fabaceae,Mimosa taimbensis,Burkart,flowering plants,Accepted,Fabaceae,Burkart,,,2007-10-04,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Vernonia westiniana,Asteraceae,Vernonia westiniana Less.,Asteraceae,Vernonia westiniana,Less.,flowering plants,Accepted,Asteraceae,Less.,-22.87025,-47.07717,1949-04-27,GBIF,IAC,IAC,IAC,IAC,3493,1
Erythroxylum deciduum,Erythroxylaceae,Erythroxylum deciduum A.St.-Hil.,Erythroxylaceae,Erythroxylum deciduum,A. St.-Hil.,flowering plants,Accepted,Erythroxylaceae,A. St.-Hil.,-20.249669,-43.604944,2007-10-13,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Aechmea lingulatoides,Bromeliaceae,Aechmea lingulatoides Leme & H.Luther,Bromeliaceae,Aechmea lingulatoides,Leme & H. Luther,flowering plants,Accepted,Bromeliaceae,Leme & H. Luther,-11.066667,-41.166667,2003-10-07,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Genipa americana,Rubiaceae,Genipa americana L.,Rubiaceae,Genipa americana,L.,flowering plants,Accepted,Rubiaceae,L.,-3.5,-45.5,1983-09-03,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Sapindaceae,Sapindaceae Matayba MA sp,Sapindaceae,Matayba,Aubl.,flowering plants,Accepted,Sapindaceae,Aubl.,-2.9289898,-59.9468382,2008-08-13,TEAM,Manaus,Eduardo Eler,,,42,1
Gurania subumbellata,Cucurbitaceae,Gurania subumbellata (Miq.) Cogn.,Cucurbitaceae,Gurania subumbellata,(Miq.) Cogn.,flowering plants,Accepted,Cucurbitaceae,(Miq.) Cogn.,-15.39167,-39.56528,2007-01-23,NY,NY,NY,NY,Herbarium,104,1
,Xyridaceae,Xyris scoparia N.Mota & Wand.,Xyridaceae,Xyris,L.,flowering plants,Accepted,Xyridaceae,L.,-18.207194,-43.330833,2007-02-24,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Habenaria pratensis,Orchidaceae,Habenaria pratensis,Orchidaceae,Habenaria pratensis,(Lindl.) Rchb. f.,flowering plants,Accepted,Orchidaceae,(Lindl.) Rchb. f.,,,2011-11-11,SpeciesLink,UFS,UFS,UFS,ASE,690,1
Algrizea minor,Myrtaceae,"Algrizea minor Sobral, Faria & Proença",Myrtaceae,Algrizea minor,"Sobral, Faria & Proença",flowering plants,Accepted,Myrtaceae,"Sobral, Faria & Proença",-12.664722,-39.598333,2016-10-11,GBIF,Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),HDJF,2939,1
Chamaecrista pohliana,Fabaceae,Chamaecrista pohliana (Benth.) H.S.Irwin & Barneby,Fabaceae,Chamaecrista pohliana,(Benth.) H.S. Irwin & Barneby,flowering plants,Accepted,Fabaceae,(Benth.) H.S. Irwin & Barneby,-15.950833,-47.871667,2008-12-24,GBIF,"Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC",EAC,2420,1
Phoradendron crassifolium,Viscaceae,Phoradendron crassifolium (Pohl ex DC.) Eichler,Santalaceae,Phoradendron crassifolium,(Pohl ex DC.) Eichler,flowering plants,Accepted,Santalaceae,(Pohl ex DC.) Eichler,-23.62028,-45.40972,1961-05-20,NY,NY,NY,NY,Herbarium,104,1
Hymenophyllum caudiculatum,Hymenophyllaceae,Hymenophyllum caudiculatum Mart.,Hymenophyllaceae,Hymenophyllum caudiculatum,Mart.,ferns and allies,Accepted,Hymenophyllaceae,Mart.,-25.6,-48.666667,2006-05-17,GBIF,UFPR,UFPR,UFPR,UPCB,2201,1
Lindackeria paludosa,Flacourtiaceae,Lindackeria paludosa,Achariaceae,Lindackeria paludosa,(Benth.) Gilg,flowering plants,Accepted,Achariaceae,(Benth.) Gilg,-10.2,-59,1973-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
,Meliaceae,Trichilia P.Browne,Meliaceae,Trichilia,P. Browne,flowering plants,Accepted,Meliaceae,P. Browne,-12.532361,-40.259083,2005-02-04,GBIF,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ",ESA,2472,1
Jatropha ribifolia,Euphorbiaceae,Jatropha ribifolia,Euphorbiaceae,Jatropha ribifolia,(Pohl) Baill.,flowering plants,Accepted,Euphorbiaceae,(Pohl) Baill.,-9.328056,-40.551936,2010-03-18,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
Eschweilera atropetiolata,Lecythidaceae,Eschweilera atropetiolata S. A. Mori,Lecythidaceae,Eschweilera atropetiolata,S.A. Mori,flowering plants,Accepted,Lecythidaceae,S.A. Mori,-2.41625,-59.74583,1989-02-09,NY,NY,NY,NY,Herbarium,104,1
,Euphorbiaceae,Tragia L.,Euphorbiaceae,Tragia,L.,flowering plants,Accepted,Euphorbiaceae,L.,-30.65,-54.01666,1996-02-08,MO,MO,MO,MO,,280,1
Hebanthe pulverulenta,Amaranthaceae,Hebanthe pulverulenta Mart.,Amaranthaceae,Hebanthe pulverulenta,Mart.,flowering plants,Accepted,Amaranthaceae,Mart.,-10.8339,-52.8731,1927-11-02,GBIF,F,F,F,Botany,3567,1
,Lauraceae,Ocotea Aubl.,Lauraceae,Ocotea,Aubl.,flowering plants,Accepted,Lauraceae,Aubl.,-7.108889,-48.229167,2010-05-16,GBIF,UNITINS,UNITINS,UNITINS,HUTO,2430,1
,Rubiaceae,Schradera Vahl,Rubiaceae,Schradera,Vahl,flowering plants,Accepted,Rubiaceae,Vahl,-14.770278,-39.202778,2005-11-21,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Celtis iguanaea,Cannabaceae,Celtis iguanaea Sarg.,Cannabaceae,Celtis iguanaea,(Jacq.) Sarg.,flowering plants,Accepted,Cannabaceae,(Jacq.) Sarg.,-17.728333,-50.078056,2012-10-09,GBIF,UnB,UnB,UnB,UB,3120,1
Naucleopsis caloneura,Moraceae,Naucleopsis caloneura Ducke,Moraceae,Naucleopsis caloneura,(Huber) Ducke,flowering plants,Accepted,Moraceae,(Huber) Ducke,-2.423797,-60.293039,2011-06-11,GBIF,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","Instituto Federal de Educação, Ciência e Tecnologia (IFAM)",EAFM,1566,1
Aechmea saxicola,Bromeliaceae,Aechmea saxicola L.B.Sm.,Bromeliaceae,Aechmea saxicola,L.B. Sm.,flowering plants,Accepted,Bromeliaceae,L.B. Sm.,-19.148333,-40.4575,2006-08-24,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
,Lejeuneaceae,Lopholejeunea (Spruce) Schiffn.,Lejeuneaceae,Lopholejeunea,,bryophytes,Accepted,Lejeuneaceae,,-0.65,-66.916667,1979-07-12,GBIF,IBt,IBt,IBt,SP-BRYOPHYTA,1670,1
Cestrum pedicellatum,Solanaceae,Cestrum pedicellatum Sendtn.,Solanaceae,Cestrum pedicellatum,Sendtn.,flowering plants,Accepted,Solanaceae,Sendtn.,-16.07083,-57.67889,1980-02-15,NY,NY,NY,NY,Herbarium,104,1
Machaerium quinata,Fabaceae,Machaerium quinata (Aubl.) Sandwith,Fabaceae,Machaerium quinata,(Aubl.) Sandwith,flowering plants,Accepted,Fabaceae,(Aubl.) Sandwith,-1.5,-59.5,1986-03-21,NY,NY,NY,NY,Herbarium,104,1
Henriettea martiusii,Melastomataceae,Henriettea martiusii (DC.) Naud.,Melastomataceae,Henriettea martiusii,(DC.) Naudin,flowering plants,Accepted,Melastomataceae,(DC.) Naudin,-2.5,-61,1979-06-25,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
,Fabroniaceae,Dimerodontium Mitt.,Fabroniaceae,Dimerodontium,Mitt.,bryophytes,Accepted,Fabroniaceae,Mitt.,-24.251111,-49.705833,1983-01-12,GBIF,IBt,IBt,IBt,SP-BRYOPHYTA,1670,1
,Sematophyllaceae,Sematophyllum Mitt.,Sematophyllaceae,Sematophyllum,Mitt.,bryophytes,Accepted,Sematophyllaceae,Mitt.,-18.307222,-44.602778,2011-11-30,GBIF,UnB,UnB,UnB,UB,3120,1
Leandra australis,Melastomataceae,Leandra australis Cogn.,Melastomataceae,Leandra australis,(Cham.) Cogn.,flowering plants,Accepted,Melastomataceae,(Cham.) Cogn.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Turnera hilaireana,Turneraceae,Turnera hilaireana Urb.,Passifloraceae,Turnera hilaireana,Urb.,flowering plants,Accepted,Passifloraceae,Urb.,-20.46,-43.588889,2002-11-13,GBIF,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ",ESA,2472,1
Evolvulus glomeratus,Convolvulaceae,Evolvulus glomeratus,Convolvulaceae,Evolvulus glomeratus,Nees & C. Mart.,flowering plants,Accepted,Convolvulaceae,Nees & C. Mart.,-7.994722,-37.371944,2000-06-21,SpeciesLink,IPA,IPA,IPA,IPA,894,1
Triplaris gardneriana,Polygonaceae,Triplaris gardneriana Wedd.,Polygonaceae,Triplaris gardneriana,Wedd.,flowering plants,Accepted,Polygonaceae,Wedd.,-5.7925,-37.556667,2014-08-17,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Tibouchina martialis,Melastomataceae,Tibouchina martialis,Melastomataceae,Tibouchina martialis,(Cham.) Cogn.,flowering plants,Accepted,Melastomataceae,(Cham.) Cogn.,-25.233333,-50,2004-12-20,SpeciesLink,UFPR,UFPR,UFPR,UPCB,1244,1
,Piperaceae,Peperomia Ruiz & Pav.,Piperaceae,Peperomia,Ruiz & Pav.,flowering plants,Accepted,Piperaceae,Ruiz & Pav.,-22.461944,-43.013611,2005-09-23,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Miconia fasciculata,Melastomataceae,Miconia fasciculata Gardner,Melastomataceae,Miconia fasciculata,Gardner,flowering plants,Accepted,Melastomataceae,Gardner,-26.910278,-49.411389,2010-03-30,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Unonopsis stipitata,Annonaceae,Unonopsis stipitata Diels,Annonaceae,Unonopsis stipitata,Diels,flowering plants,Accepted,Annonaceae,Diels,0.25,-66.666667,2008-10-24,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Convolvulaceae,Ipomoea L.,Convolvulaceae,Ipomoea,L.,flowering plants,Accepted,Convolvulaceae,L.,-9.593889,-42.913889,2000-03-02,GBIF,UESC,UESC,UESC,UESC,3702,1
,Poaceae,Poaceae,Poaceae,Poaceae,Barnhart,flowering plants,Accepted,Poaceae,Barnhart,-23.2,-45.766667,2013-02-15,GBIF,IF,IF,IF,SPSF,2774,1
,Rubiaceae,Psychotria L.,Rubiaceae,Psychotria,L.,flowering plants,Accepted,Rubiaceae,L.,,,2012-10-04,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Dolichandra unguis-cati,Bignoniaceae,Dolichandra unguis-cati (L.) L.G.Lohmann,Bignoniaceae,Dolichandra unguis-cati,(L.) L.G. Lohmann,flowering plants,Accepted,Bignoniaceae,(L.) L.G. Lohmann,-10.8339,-52.8731,1979-12-31,GBIF,F,F,F,Botany,3567,1
,MARANTACEAE,Ischnosiphon,Marantaceae,Ischnosiphon,Körn.,flowering plants,Accepted,Marantaceae,Körn.,-20.088056,-40.476389,2007-07-18,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Tabernaemontana macrocalyx,Apocynaceae,Tabernaemontana macrocalyx Müll. Arg.,Apocynaceae,Tabernaemontana macrocalyx,Müll. Arg.,flowering plants,Accepted,Apocynaceae,Müll. Arg.,-7.583,-57.517,1974-02-07,NY,NY,NY,NY,Herbarium,104,1
Adiantum pentadactylon,Pteridaceae,Adiantum pentadactylon Langsd. & Fisch.,Pteridaceae,Adiantum pentadactylon,Langsd. & Fisch.,ferns and allies,Accepted,Pteridaceae,Langsd. & Fisch.,-28.168333,-48.958333,2010-04-10,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Psychotria deflexa,Rubiaceae,Psychotria deflexa DC.,Rubiaceae,Psychotria deflexa,DC.,flowering plants,Accepted,Rubiaceae,DC.,,,1983-09-19,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Arecaceae,Geonoma,Arecaceae,Geonoma,Willd.,flowering plants,Accepted,Arecaceae,Willd.,-11,-58.43,1997-07-12,SpeciesLink,ESALQ,ESALQ,ESALQ,ESA,479,1
Gouania trichodonta,Rhamnaceae,Gouania trichodonta Reissek,Rhamnaceae,Gouania trichodonta,Reissek,flowering plants,Accepted,Rhamnaceae,Reissek,-9.451667,-55.901111,2008-08-26,GBIF,UNEMAT,UNEMAT,UNEMAT,HERBAM,1849,1
,Velloziaceae,Vellozia Vand.,Velloziaceae,Vellozia,Vand.,flowering plants,Accepted,Velloziaceae,Vand.,-13.333333,-41.85,1993-12-21,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
,Rubiaceae,Psychotria L.,Rubiaceae,Psychotria,L.,flowering plants,Accepted,Rubiaceae,L.,,,2000-11-30,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Heterocoma ekmaniana,Asteraceae,"Heterocoma ekmaniana (Philipson) Loeuille, J.N.Nakaj. & Semir",Asteraceae,Heterocoma ekmaniana,"(Philipson) B. Loeuille, J.N. Nakaj. & Semir",flowering plants,Accepted,Asteraceae,"(Philipson) B. Loeuille, J.N. Nakaj. & Semir",-13.943889,-47.696111,2009-04-15,GBIF,UFU,UFU,UFU,HUFU,2245,1
Carpotroche crispidentata,Achariaceae,Carpotroche crispidentata Ducke,Achariaceae,Carpotroche crispidentata,Ducke,flowering plants,Accepted,Achariaceae,Ducke,-2.883333,-59.97,1976-08-10,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Faramea latifolia,Rubiaceae,Faramea latifolia DC.,Rubiaceae,Faramea latifolia,(Cham. & Schltdl.) DC.,flowering plants,Accepted,Rubiaceae,(Cham. & Schltdl.) DC.,-9.965833,-50.119167,1999-03-27,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Myrcia guianensis,Myrtaceae,Myrcia decrescens (O.Berg) Mattos,Myrtaceae,Myrcia decrescens,(O.Berg) Mattos,flowering plants,Accepted,Myrtaceae,(Aubl.) DC.,-15.926389,-47.905556,2006-09-15,GBIF,UnB,UnB,UnB,UB,3120,1
Eugenia protenta,Myrtaceae,Eugenia protenta McVaugh,Myrtaceae,Eugenia protenta,McVaugh,flowering plants,Accepted,Myrtaceae,McVaugh,,,1995-10-13,GBIF,US,US,US,Botany,3271,1
Sacoglottis guianensis,Humiriaceae,Humiriaceae Sacoglottis guianensis,Humiriaceae,Sacoglottis guianensis,Benth.,flowering plants,Accepted,Humiriaceae,Benth.,-1.72963,-51.48499,2005-10-23,TEAM,Caxiuanã,Fernanda Santos,,,36,1
,Orchidaceae,Habenaria Willd.,Orchidaceae,Habenaria,Willd.,flowering plants,Accepted,Orchidaceae,Willd.,,,1999-02-26,GBIF,IAC,IAC,IAC,IAC,3493,1
,Polygonaceae,Polygonaceae Coccoloba M1,Polygonaceae,Coccoloba,P. Browne,flowering plants,Accepted,Polygonaceae,P. Browne,-5.778,-51.003,,SALVIAS,Gentry Transect Dataset,James S. MIller,,,14,1
Crotalaria unifoliolata,Fabaceae,Crotalaria unifoliolata Benth.,Fabaceae,Crotalaria unifoliolata,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-15.77972,-47.92944,1966-01-09,NY,NY,NY,NY,Herbarium,104,1
Irlbachia poeppigii,Gentianaceae,Irlbachia poeppigii (Griseb.) L.Cobb & Maas,Gentianaceae,Irlbachia poeppigii,(Griseb.) L. Cobb & Maas,flowering plants,Accepted,Gentianaceae,(Griseb.) L. Cobb & Maas,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
,Cannabaceae,Celtis L.,Cannabaceae,Celtis,L.,flowering plants,Accepted,Cannabaceae,L.,-9.979444,-66.801389,2003-10-04,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Passiflora alata,Passifloraceae,Passiflora alata Curtis,Passifloraceae,Passiflora alata,Curtis,flowering plants,Accepted,Passifloraceae,Curtis,-16.85,-39.15,1998-09-12,MO,,,,,280,1
,Malvaceae,Malvaceae,Malvaceae,Malvaceae,Juss.,flowering plants,Accepted,Malvaceae,Juss.,-11.373611,-40.587222,2006-12-23,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Hebanthe pulverulenta,Amaranthaceae,Hebanthe pulverulenta Mart.,Amaranthaceae,Hebanthe pulverulenta,Mart.,flowering plants,Accepted,Amaranthaceae,Mart.,-19.891389,-40.818889,1998-09-10,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Capsicum flexuosum,Solanaceae,Capsicum flexuosum Sendtn.,Solanaceae,Capsicum flexuosum,Sendtn.,flowering plants,Accepted,Solanaceae,Sendtn.,-28.195555,-50.753611,,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
,Convolvulaceae,Merremia Dennst. ex Endl.,Convolvulaceae,Merremia,Dennst. ex Endl.,flowering plants,Accepted,Convolvulaceae,Dennst. ex Endl.,-13.2724,-41.3005,2001-07-16,GBIF,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ",ESA,2472,1
Inga stenoptera,Fabaceae,Inga stenoptera Benth.,Fabaceae,Inga stenoptera,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-1.9,-52.233333,2008-12-16,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Fabaceae,Inga Mill.,Fabaceae,Inga,Mill.,flowering plants,Accepted,Fabaceae,Mill.,-18.978472,-40.747028,2007-11-22,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Echinopepon racemosus,CUCURBITACEAE,Echinopepon racemosus (Steud.) C.Jeffrey,Cucurbitaceae,Echinopepon racemosus,(Steud.) C. Jeffrey,flowering plants,Accepted,Cucurbitaceae,(Steud.) C. Jeffrey,-21.7166667,-43.8833333,2005-03-16,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Steinchisma laxum,Poaceae,Steinchisma laxum (Sw.) Zuloaga,Poaceae,Steinchisma laxum,(Sw.) Zuloaga,flowering plants,Accepted,Poaceae,(Sw.) Zuloaga,-22.678611,-53.223889,2011-08-25,GBIF,UEM,UEM,UEM,HUEM,2180,1
Unonopsis guatterioides,Annonaceae,Unonopsis guatterioides A.DC. ex R.E.Fr.,Annonaceae,Unonopsis guatterioides,(A. DC.) R.E. Fr.,flowering plants,Accepted,Annonaceae,(A. DC.) R.E. Fr.,-13.783333,-48.366666,,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Ficus obtusiuscula,Moraceae,Ficus obtusiuscula Miq.,Moraceae,Ficus obtusiuscula,(Miq.) Miq.,flowering plants,Accepted,Moraceae,(Miq.) Miq.,-22.789133,-53.317272,1992-04-11,GBIF,UEM,UEM,UEM,HUEM,2180,1
,GRAMINEAE,Chusquea,Poaceae,Chusquea,Kunth,flowering plants,Accepted,Poaceae,Kunth,-20.5275,-41.101944,2008-07-18,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Lundia densiflora,Bignoniaceae,Lundia densiflora DC.,Bignoniaceae,Lundia densiflora,DC.,flowering plants,Accepted,Bignoniaceae,DC.,-8.93361,-72.56166,2001-04-30,MO,"MO, NY","MO, NY","MO, NY",,280,1
,Meliaceae,Meliaceae,Meliaceae,Meliaceae,Juss.,flowering plants,Accepted,Meliaceae,Juss.,-20.848889,-41.1125,2008-04-22,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
,Solanaceae,Solanum caelicola Giacomin & Stehmann,Solanaceae,Solanum,L.,flowering plants,Accepted,Solanaceae,L.,-19.341111,-40.554722,2008-04-18,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Dioclea malacocarpa,Fabaceae,Dioclea malacocarpa Ducke,Fabaceae,Dioclea malacocarpa,Ducke,flowering plants,Accepted,Fabaceae,Ducke,-4.05,-49.9,1981-11-12,NY,NY,NY,NY,Herbarium,104,1
Melochia villosa,Malvaceae,Melochia villosa (Mill.) Fawc. & Rendle,Malvaceae,Melochia villosa,(Mill.) Fawc. & Rendle,flowering plants,Accepted,Malvaceae,(Mill.) Fawc. & Rendle,-21.892278,-45.1755,2017-02-07,GBIF,UFSJ,UFSJ,UFSJ,HUFSJ,3170,1
Hirtella paniculata,Chrysobalanaceae,Hirtella paniculata,Chrysobalanaceae,Hirtella paniculata,Sw.,flowering plants,Accepted,Chrysobalanaceae,Sw.,1.25,-60.45,1987-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
Ternstroemia alnifolia,Pentaphylacaceae,Ternstroemia alnifolia Wawra,Pentaphylacaceae,Ternstroemia alnifolia,Wawra,flowering plants,Accepted,Pentaphylacaceae,Wawra,-11,-40,1986-11-18,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
