DATASET,DATASET_ACRONYM,RECORD_ID,MUNICIPALITY,STATE,STATE_ACRONYM,COUNTRY,ID_CODLOC,HABITAT,LATITUDE_Y,LONGITUDE_X,PRECISION,REGIONAL_NAME_OF_STUDY_SITE,EPIPHYTE_GROUP,EPIPHYTE_FAMILY,EPIPHYTE_GENUS,EPIPHYTE_EPITHET,EPIPHYTE_SPECIES,EPIPHYTE_HABITAT,FOROPHYTE_FAMILY,FOROPHYTE_GENERA,FOROPHYTE_EPITHET,FOROPYHYTE_SPECIES,YEAR_START,YEAR_FINISH,DATA_TYPE,ALTITUDE,ANNUAL_RAINFALL,ANNUAL_TEMPERATURE,VEGETATION_TYPE,ATLANTIC_FOREST_LIMIT,OBS
KERB_09455,KERB,E9455,LAPA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.578059,-49.912969,Forest fragment,Castelhanos,Angiosperms,Bromeliaceae,Vriesea,reitzii,Vriesea reitzii,holoepiphyte,Malvaceae,Luehea,divaricata,Luehea divaricata,2002,2006,Abundance,830,1369,21.5,Other,YES,NA
PERB_01462,PERB,E1605,CUNHA,SAO PAULO,SP,Brazil,NA,NA,-23.238889,-45.036111,Municipality,NA,Angiosperms,Gesneriaceae,Nematanthus,fornix,Nematanthus fornix,holoepiphyte,NA,NA,NA,NA,1996,1996,Presence_only,1192,1691,18.5,Ombrophilous Forest,YES,Example
MENE2_19673,MENE2,E26975,ANTONINA,PARANA,PR,Brazil,NA,NA,-25.4311,-48.7401,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Stelis,megantha,Stelis megantha,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,86,2085,25.7999992370605,Ombrophilous Forest,YES,NA
KERB_06294,KERB,E6294,CAMPINA GRANDE DO SUL,PARANA,PR,Brazil,ABUNDANCE,NA,-25.240888,-48.830907,Forest fragment,Morro Caratuva,Angiosperms,Orchidaceae,Cattleya,coccinea,Cattleya coccinea,holoepiphyte,Symplocaceae,Symplocos,variabilis,Symplocos variabilis,2009,2011,Abundance,1714,1907,16.7999992370605,Ombrophilous Forest,YES,NA
NUNE_03136,NUNE,AD1313,TERESOPOLIS,RIO DE JANEIRO,RJ,Brazil,C1800P10A4,Secondary Forest,-22.45527778,-43.01694444,80,Parque Nacional da Serra dos Orgaos -Trilha Pedra do Sino-,Angiosperms,Bromeliaceae,Quesnelia,liboniana,Quesnelia liboniana,holoepiphyte,NA,NA,NA,NA,2012,2016,Presence_only,1801,1876,15.6999998092651,Ombrophilous Forest,YES,507
MENE2_07203,MENE2,E15639,SILVA JARDIM,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.4666667,-42.5,Coordinates given in the herbarium record,"Serra de Macae de Cima, vale do Rio das Flores, sitio do Bodoque.",Angiosperms,Orchidaceae,Grandiphyllum,divaricatum,Grandiphyllum divaricatum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,682,1394,24.5,Ombrophilous Forest,YES,NA
KERB_03444,KERB,E3444,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,ABUNDANCE,NA,-28.471217,-49.83173,Study site,Rio Pelotas,Angiosperms,Cactaceae,Lepismium,lumbricoides,Lepismium lumbricoides,holoepiphyte,NA,NA,NA,NA,2014,2014,Abundance,1132,1638,19.6000003814697,Ombrophilous Forest,YES,NA
KERB_02802,KERB,E2802,SAO JOSE DOS AUSENTES,RIO GRANDE DO SUL,RS,Brazil,ABUNDANCE,NA,-28.47165,-49.981568,Forest fragment,Rio Pelotas,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,NA,NA,NA,NA,2014,2014,Abundance,1094,1662,19.2999992370605,Ombrophilous Forest,YES,NA
MENE2_08801,MENE2,E17091,CAMPO MOURAO,PARANA,PR,Brazil,NA,NA,-24.247194,-52.411556,Coordinates given in the herbarium record,RPPN Ana Tramujas - Propriedade do Sr.,Angiosperms,Piperaceae,Peperomia,corcovadensis,Peperomia corcovadensis,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,652,1605,23.1000003814697,Ombrophilous Forest,YES,NA
KERB_01254,KERB,E1254,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Angiosperms,Orchidaceae,Prosthechea,fausta,Prosthechea fausta,holoepiphyte,Aquifoliaceae,Ilex,brevicuspis,Ilex brevicuspis,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,NA
KERB_04983,KERB,E4983,ARAUCARIA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.598863,-49.519503,Forest fragment,Guajuvira,Angiosperms,Orchidaceae,Capanemia,micromera,Capanemia micromera,holoepiphyte,NA,NA,NA,NA,2002,2006,Abundance,884,1332,20.8999996185303,Ombrophilous Forest,YES,NA
MENE2_08725,MENE2,E17022,JUNDIAI DO SUL,PARANA,PR,Brazil,NA,NA,-23.4367,-50.2475,Coordinates given in the herbarium record,NA,Angiosperms,Piperaceae,Peperomia,circinnata,Peperomia circinnata,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,591,1360,24.1000003814697,Seasonal Forest,YES,NA
MENE2_01886,MENE2,E10805,TELEMACO BORBA,PARANA,PR,Brazil,NA,NA,-24.35,-50.583333,Coordinates given in the herbarium record,Area de alagamento da UHE Maua,Angiosperms,Orchidaceae,Isochilus,linearis,Isochilus linearis,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,683,1366,22.1000003814697,Other,YES,NA
MENE2_08422,MENE2,E16747,PESQUEIRA,PERNAMBUCO,PE,Brazil,NA,NA,-8.3578,-36.6964,Coordinates given in the herbarium record,Serra do Ororuba-Fazenda Sao Francisco.,Angiosperms,Piperaceae,Peperomia,alata,Peperomia alata,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,NA,NA,NA,NA,NO,NA
MENE2_13800,MENE2,E21636,CORONEL PACHECO,MATO GROSSO DO SUL,MS,Brazil,NA,NA,-21.5878,-43.2656,Coordinates given in the herbarium record,Fazenda da Liberdade,Angiosperms,Orchidaceae,Pabstiella,alligatorifera,Pabstiella alligatorifera,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,561,1516,24.8999996185303,Seasonal Forest,YES,NA
JABOT_04688,JABOT,728955,TERESOPOLIS,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.41,-42.96,Municipality,NA,Angiosperms,Araceae,Anthurium,parvum,Anthurium parvum,hemiepiphyte,NA,NA,NA,NA,2011,2011,Presence_only,911,1702,21.8999996185303,Ombrophilous Forest,YES,NA
NUNE_02370,NUNE,AD547,CACHOEIRAS DE MACACU,RIO DE JANEIRO,RJ,Brazil,C0P4A3,Secondary Forest,-22.49194444,-42.864444399999996,5,Poco do Anil,Angiosperms,Araceae,Monstera,adansonii,Monstera adansonii,hemiepiphyte,NA,NA,NA,NA,2012,2016,Presence_only,260,1423,26.1000003814697,Ombrophilous Forest,YES,507
MENE2_16155,MENE2,E23777,SANTA MARIA DO SALTO,MATO GROSSO DO SUL,MS,Brazil,NA,NA,-16.4063889,-40.0544444,Coordinates given in the herbarium record,Faz. Duas Barras,Angiosperms,Orchidaceae,Polycycnis,silvana,Polycycnis silvana,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,861,1066,22.7999992370605,Ombrophilous Forest,YES,NA
NUNE_02730,NUNE,AD907,CACHOEIRAS DE MACACU,RIO DE JANEIRO,RJ,Brazil,C800P8A1,Secondary Forest,-22.385,-42.74583333,60,Reserva Ecologica de Guapiacu -Trilha Vermelha-,Angiosperms,Begoniaceae,Begonia,herbacea,Begonia herbacea,not possible to confirm,NA,NA,NA,NA,2012,2016,Presence_only,814,1526,22.5,Ombrophilous Forest,YES,507
FUME_05369,FUME,E5388,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.7086,-43.87404,100,"Parque Estadual do Ibitipoca, Gruta dos Viajantes",Angiosperms,Bromeliaceae,Vriesea,penduliflora,Vriesea penduliflora,holoepiphyte,NA,NA,NA,NA,2014,2014,Presence_absence,1301,1667,19.5,Seasonal Forest,YES,NA
PERB_00117,PERB,E0118,OLARIA,MATO GROSSO DO SUL,MS,Brazil,NA,NA,-21.86079979,-43.93719864,20,"S. Fco. do Prata, S. das Flores, Minas Gerais - Olaria, S. Fco. do Prata, S. das Flores -Faz. Cachoeirinha-.",Angiosperms,Gesneriaceae,Nematanthus,strigillosus,Nematanthus strigillosus,holoepiphyte,NA,NA,NA,NA,1992,1992,Presence_only,914,1497,22.1000003814697,Seasonal Forest,YES,Example
KERB_05806,KERB,E5806,BALSA NOVA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.553261,-49.808853,Forest fragment,Ponte dos Arcos,Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,NA,NA,NA,NA,2002,2006,Abundance,882,1364,21.2000007629395,Other,YES,NA
MENE2_14990,MENE2,E22718,MIRIM DOCE,SANTA CATARINA,SC,Brazil,NA,NA,-27.275003,-50.132231,Coordinates given in the herbarium record,Morro do Funil,Angiosperms,Orchidaceae,Pabstiella,mirabilis,Pabstiella mirabilis,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,937,1568,19.7000007629395,Ombrophilous Forest,YES,NA
SARA_00285,SARA,E0285,CAMACAN,BAHIA,BA,Brazil,15,Dense Ombrophilous Forest,-15.391667,-39.565278,Study site,RPPN Serra Bonita,Ferns,Dryopteridaceae,Elaphoglossum,prestonii,Elaphoglossum prestonii,facultative,NA,NA,NA,NA,2010,2010,Abundance,152,1105,22.2000007629395,Ombrophilous Forest,YES,NA
MENE2_21321,MENE2,E28473,UCHOA,SAO PAULO,SP,Brazil,NA,NA,-20.95,-49.17,Coordinates given in the herbarium record,"sitio retiro, corrego alegre",Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,NA,NA,NA,NA,NA,NA,Presence_only,460,1292,24.7000007629395,Seasonal Forest,YES,NA
KERB_02688,KERB,E2688,SAO JOSE DOS AUSENTES,RIO GRANDE DO SUL,RS,Brazil,ABUNDANCE,NA,-28.47165,-49.981568,Forest fragment,Rio Pelotas,Angiosperms,Bromeliaceae,Aechmea,recurvata,Aechmea recurvata,holoepiphyte,NA,NA,NA,NA,2014,2014,Abundance,1094,1662,19.2999992370605,Ombrophilous Forest,YES,NA
FRAN_01552,FRAN,E1555,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Primary Forest,-20.936667,-41.553333,Forest fragment,Pedra dos Pontoes:primeira mata nebular,Angiosperms,Bromeliaceae,Vriesea,flava,Vriesea flava,holoepiphyte,Nyctaginaceae,Guapira,opposita,Guapira opposita,2016,2016,Abundance,634,1391,20.3999996185303,Seasonal Forest,YES,NA
MENE2_07165,MENE2,E15604,RIO DO SUL,SANTA CATARINA,SC,Brazil,NA,NA,-27.18,-49.68,Coordinates given in the herbarium record,Fundo Canoas,Angiosperms,Orchidaceae,Grandiphyllum,divaricatum,Grandiphyllum divaricatum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,526,1543,21.8999996185303,Ombrophilous Forest,YES,NA
JABOT_03907,JABOT,26155,RESENDE,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.46,-44.44,Municipality,NA,Angiosperms,Orchidaceae,Epidendrum,secundum,Epidendrum secundum,holoepiphyte,NA,NA,NA,NA,1935,1935,Presence_only,363,1486,24.6000003814697,Seasonal Forest,YES,NA
MENE2_14787,MENE2,E22533,SAO JOSE DOS PINHAIS,PARANA,PR,Brazil,NA,NA,-25.5347,-49.2064,Coordinates given in the herbarium record,Contenda,Angiosperms,Orchidaceae,Acianthera,luteola,Acianthera luteola,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,912,1281,20.7999992370605,Ombrophilous Forest,YES,NA
KERB_11445,KERB,E11445,PARANAGUA,PARANA,PR,Brazil,ABUNDANCE,Low Restinga Forest,-25.521936,-48.316041,Forest fragment,Low height restinga forest,Angiosperms,Gesneriaceae,Codonanthe,gracilis,Codonanthe gracilis,holoepiphyte,Pentaphylacaceae,Ternstroemia,brasiliensis,Ternstroemia brasiliensis,1997,1999,Presence_only,NA,NA,NA,Ombrophilous Forest,YES,NA
ANNE_05164,ANNE,26001,PRAIA GRANDE,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-29.2,-50.0667,Municipality,Trilha do Rio do Boi,Angiosperms,Cactaceae,Rhipsalis,teres,Rhipsalis teres,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,513,1643,21.7999992370605,Savanna,YES,NA
FUME_04003,FUME,E4022,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.70193,-43.87246,100,"Parque Estadual do Ibitipoca, Gruta do Piao",Ferns,Polypodiaceae,Cochlidium,punctatum,Cochlidium punctatum,holoepiphyte,Myrtaceae,Eugenia,nutans,Eugenia nutans,2014,2014,Presence_absence,1301,1770,18,Seasonal Forest,YES,NA
ANNE_00786,ANNE,29194,DOUTOR PEDRINHO,SANTA CATARINA,SC,Brazil,NA,Dense Montane Ombrophilous Forest,-26.7167,-49.5833,Municipality,Forcacao,Ferns,Aspleniaceae,Asplenium,gastonis,Asplenium gastonis,facultative,NA,NA,NA,NA,2010,2010,Presence_only,792,1535,20.2000007629395,Ombrophilous Forest,YES,NA
KERB_07036,KERB,E7036,FAZENDA RIO GRANDE,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.661593,-49.277089,Forest fragment,Fazenda Experimental Gralha Azul,Ferns,Hymenophyllaceae,Hymenophyllum,pulchellum,Hymenophyllum pulchellum,holoepiphyte,Myrtaceae,Myrcia,hatschbachii,Myrcia hatschbachii,2008,2015,Abundance,910,1304,20.3999996185303,Ombrophilous Forest,YES,NA
MENE2_09542,MENE2,E17765,CARAGUATATUBA,SAO PAULO,SP,Brazil,NA,NA,-23.6203,-45.4131,Coordinates given in the herbarium record,Parque Estadual da Serra do Mar-Nucleo Caraguatatuba. Trilha da Mococa,Angiosperms,Piperaceae,Peperomia,glabella,Peperomia glabella,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,NA,2074,26.7000007629395,NA,YES,NA
MENE2_25376,MENE2,E3216,URUCUCA,BAHIA,BA,Brazil,NA,NA,-14.423333,-39.060556,Coordinates given in the herbarium record,7.4Km ao N de Serra Grande na Rod. p/ Itacare.,Angiosperms,Araceae,Anthurium,pentaphyllum,Anthurium pentaphyllum,hemiepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,31,2005,25.2999992370605,Ombrophilous Forest,YES,NA
MENE2_05503,MENE2,E14093,SAO LUIS DO PARAITINGA,SAO PAULO,SP,Brazil,NA,NA,-23.3188889,-45.1219445,Coordinates given in the herbarium record,Nucleo Santa Virginia,Angiosperms,Gesneriaceae,Nematanthus,sericeus,Nematanthus sericeus,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,941,1732,19.2000007629395,Ombrophilous Forest,YES,NA
MENE2_27360,MENE2,E3786,ITACARE,BAHIA,BA,Brazil,NA,NA,-14.423889,-39.087222,Coordinates given in the herbarium record,"Parque Estadual Serra do Conduru, ao N. Entr. A 7,6Km de Serra Grande, Rod. Ilheus/Itacare. Viscinal para o Talhao 6 do Plano de manejo Sustentavel. Marg. Do Rio Tijuipe ca. 7,5Km da entrada.",Angiosperms,Bromeliaceae,Araeococcus,parviflorus,Araeococcus parviflorus,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,38,1946,25.1000003814697,Ombrophilous Forest,YES,NA
KAES_00412,KAES,E0412,MAR DE ESPANHA,MATO GROSSO DO SUL,MS,Brazil,1,Urban Green Area,-21.8666,-43.01059,100,Praca Barao de Ayuruoca,Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,Cupressaceae,Cryptomeria,japonica,Cryptomeria japonica,2017,2018,Presence_only,596,1486,23.7999992370605,Seasonal Forest,YES,NA
JABOT_04160,JABOT,282360,RIO DE JANEIRO,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.9,-43.2,Municipality,NA,Angiosperms,Cactaceae,Rhipsalis,pachyptera,Rhipsalis pachyptera,holoepiphyte,NA,NA,NA,NA,1989,1989,Presence_only,14,1249,26.2999992370605,Ombrophilous Forest,YES,NA
KERB_07049,KERB,E7049,FAZENDA RIO GRANDE,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.661593,-49.277089,Forest fragment,Fazenda Experimental Gralha Azul,Angiosperms,Orchidaceae,Acianthera,luteola,Acianthera luteola,holoepiphyte,NA,NA,NA,NA,2008,2015,Abundance,910,1304,20.3999996185303,Ombrophilous Forest,YES,NA
PERE_00838,PERE,TS381,TEODORO SAMPAIO,SAO PAULO,SP,Brazil,NA,Forest Edge,-22.498033,-52.27687799,10,Parque Estadual Morro do Diabo,Angiosperms,Moraceae,Ficus,crocata,Ficus crocata,hemiepiphyte,NA,NA,NA,NA,2007,2011,Presence_only,500,1198,24.5,Seasonal Forest,YES,"habito terricola; amostragem assistematica em uma area de ~ 100.000 ha entre as coordenadas -52,513 dd -22,625 dd e -52,163 dd -22,265 dd.  habito terricola:sim"
ROCH_00037,ROCH,E0037,SAO MIGUEL DO OESTE,SANTA CATARINA,SC,Brazil,NA,Secondary Forest,-26.74806,-53.404182,Forest fragment,"Linha Dois Irmaos, Campo de Instrucao do Exercito Brasileiro -CI/EB-",Ferns,Polypodiaceae,Pecluma,sicca,Pecluma sicca,holoepiphyte,NA,NA,NA,NA,2007,2007,Presence_only,296,1880,24.3999996185303,Seasonal Forest,YES,NA
MENE2_07239,MENE2,E15671,TELEMACO BORBA,PARANA,PR,Brazil,NA,NA,-24.35,-50.583333,Coordinates given in the herbarium record,Area de alagamento da UHE Maua,Angiosperms,Orchidaceae,Gomesa,flexuosa,Gomesa flexuosa,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,683,1366,22.1000003814697,Other,YES,NA
MENE2_09623,MENE2,E17839,FEIRA DE SANTANA,BAHIA,BA,Brazil,NA,NA,-12.082778,-39.184722,Coordinates given in the herbarium record,11Km NW Jaguara. Faz. Monte Verde.,Angiosperms,Piperaceae,Peperomia,glabella,Peperomia glabella,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,179,748,25.2000007629395,Seasonal Forest,YES,NA
ANNE_00009,ANNE,20831,ITAPEMA,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-27.1333,-48.6,Municipality,NA,Ferns,Polypodiaceae,Campyloneurum,crispum,Campyloneurum crispum,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,3,NA,NA,NA,YES,NA
MENE2_31492,MENE2,E7918,JAGUARIAIVA,PARANA,PR,Brazil,NA,NA,-24.25,-49.71,Coordinates given in the herbarium record,Jacarehy,Angiosperms,Orchidaceae,Encyclia,patens,Encyclia patens,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,824,1347,22.2000007629395,Savanna,YES,NA
KERB_09641,KERB,E9641,MORRETES,PARANA,PR,Brazil,ABUNDANCE,Dense Ombrophilous Forest,-25.447705,-48.929986,Forest fragment,Morro Facaozinho,Ferns,Polypodiaceae,Cochlidium,punctatum,Cochlidium punctatum,holoepiphyte,NA,NA,NA,NA,2000,2001,Presence_only,1175,1714,22.2000007629395,Ombrophilous Forest,YES,NA
MARC_00005,MARC,E0005,BOTUCATU,SAO PAULO,SP,Brazil,1,Forest Fragment,-22.923056,-48.457778,Forest fragment,Escola do Meio Ambiente,Angiosperms,Bromeliaceae,Acanthostachys,strobilacea,Acanthostachys strobilacea,holoepiphyte,NA,NA,NA,NA,2013,2014,Presence_only,854,1325,21.8999996185303,Savanna,YES,NA
KERB_04925,KERB,E4925,CONTENDA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.604126,-49.570547,Forest fragment,General Lucio,Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,NA,NA,NA,NA,2002,2006,Abundance,872,1323,21,Ombrophilous Forest,YES,NA
KERB_01474,KERB,E1474,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Angiosperms,Orchidaceae,Epidendrum,caldense,Epidendrum caldense,holoepiphyte,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,NA
LIAO_00076,LIAO,E076,IBIRATAIA,BAHIA,BA,Brazil,NA,Disturbed Dense Ombrophilous Forest,-13.8919,-39.68638889,Coordinates given in the herbarium record,NA,Angiosperms,Araceae,Philodendron,pedatum,Philodendron pedatum,hemiepiphyte,NA,NA,NA,NA,2013,2013,Presence_absence,388,1352,21.7000007629395,Ombrophilous Forest,YES,NA
MENE2_29979,MENE2,E6405,ITABERABA,BAHIA,BA,Brazil,NA,NA,-12.4075,-40.534722,Coordinates given in the herbarium record,Entre Itaberaba e Feira de Santana.,Angiosperms,Orchidaceae,Cattleya,amethystoglossa,Cattleya amethystoglossa,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,442,805,20.8999996185303,Seasonal Forest,YES,NA
GOSI_00226,GOSI,E0445,LINHARES,ESPIRITO SANTO,ES,Brazil,NA,Secondary Forest,-19.391,-40.072,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,ensiformis,Vriesea ensiformis,holoepiphyte,NA,NA,NA,NA,2014,2017,Presence_only,19,1202,26.7999992370605,Ombrophilous Forest,YES,NA
MENE2_09752,MENE2,E17956,MONTENEGRO,RIO GRANDE DO SUL,RS,Brazil,NA,NA,-29.6886,-51.4611,Coordinates given in the herbarium record,Kappesberg pr. Montenegro,Angiosperms,Piperaceae,Peperomia,hilariana,Peperomia hilariana,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,78,1394,25,Other,YES,NA
JABOT_04474,JABOT,282010,SANTOS DUMONT,MATO GROSSO DO SUL,MS,Brazil,NA,NA,-21.45,-43.55,Municipality,NA,Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,NA,NA,NA,NA,1979,1979,Presence_only,895,1585,22.5,Seasonal Forest,YES,NA
ANNE_02148,ANNE,22959,FLORIANOPOLIS,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-27.7667,-48.4833,Municipality,Pantano do Sul -Parque Municipal da Lagoinha do Leste-,Angiosperms,Orchidaceae,Epidendrum,geniculatum,Epidendrum geniculatum,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,NA,NA,NA,NA,YES,NA
KERB_06226,KERB,E6226,CAMPINA GRANDE DO SUL,PARANA,PR,Brazil,ABUNDANCE,NA,-25.240888,-48.830907,Forest fragment,Morro Caratuva,Ferns,Hymenophyllaceae,Hymenophyllum,polyanthos,Hymenophyllum polyanthos,holoepiphyte,NA,NA,NA,NA,2009,2011,Abundance,1714,1907,16.7999992370605,Ombrophilous Forest,YES,NA
MENE2_17270,MENE2,E24790,SANTA TEREZA,RIO GRANDE DO SUL,RS,Brazil,NA,NA,-29.1833,-51.7333,Coordinates given in the herbarium record,a 33km de Terra de Areia na margem da Rota do Sol,Angiosperms,Cactaceae,Rhipsalis,campos-portoana,Rhipsalis campos-portoana,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,174,1478,24.1000003814697,Seasonal Forest,YES,NA
FUME_06153,FUME,E6173,SANTA RITA DE IBITIPOCA,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.67837,-43.88229,100,"Parque Estadual do Ibitipoca, Gruta dos Tres Arcos",Ferns,Polypodiaceae,Pleopeltis,macrocarpa,Pleopeltis macrocarpa,facultative,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,NA,NA,Presence_absence,1714,1772,18,Seasonal Forest,YES,NA
MENE2_16636,MENE2,E24214,PONTAL DO PARANA,PARANA,PR,Brazil,NA,NA,-25.604389,-48.42825,Coordinates given in the herbarium record,Pontal do Sul,Angiosperms,Orchidaceae,Prosthechea,fragrans,Prosthechea fragrans,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1,2096,24.8999996185303,Ombrophilous Forest,YES,NA
PTEO_00449,PTEO,E0449,GRAO PARA,SANTA CATARINA,SC,Brazil,NA,Primary Forest,-28.18507,-49.389363,5,Parque Estadual da Serra Furada,Ferns,Pteridaceae,Vittaria,lineata,Vittaria lineata,holoepiphyte,NA,NA,NA,NA,2011,2012,Presence_absence,399,1518,22.3999996185303,Ombrophilous Forest,YES,NA
FUME_05343,FUME,E5362,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.7086,-43.87404,100,"Parque Estadual do Ibitipoca, Gruta dos Viajantes",Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,NA,NA,NA,NA,2014,2014,Presence_absence,1301,1667,19.5,Seasonal Forest,YES,NA
FUME_01701,FUME,E1710,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.71114,-43.89578,100,"Parque Estadual do Ibitipoca, Gruta dos Coelhos",Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,Asteraceae,Eremanthus,erythropappus,Eremanthus erythropappus,2014,2014,Presence_absence,1576,1649,19.7000007629395,Seasonal Forest,YES,NA
MENE2_28060,MENE2,E4486,MAUA DA SERRA,PARANA,PR,Brazil,NA,NA,-23.9014,-51.2294,Coordinates given in the herbarium record,Sitio do Xaxim,Angiosperms,Bromeliaceae,Billbergia,magnifica,Billbergia magnifica,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,929,1560,20.7000007629395,Ombrophilous Forest,YES,NA
KERB_01413,KERB,E1413,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Ferns,Polypodiaceae,Leucotrichum,schenckii,Leucotrichum schenckii,holoepiphyte,Clethraceae,Clethra,scabra,Clethra scabra,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,NA
BARB_00085,BARB,E0085,RIO PRETO,MATO GROSSO DO SUL,MS,Brazil,NA,Montane Seasonal Semideciduous Forest,-22.0129,-43.8628,Forest fragment,Fazenda de SantAnna,Angiosperms,Piperaceae,Peperomia,rotundifolia,Peperomia rotundifolia,holoepiphyte,NA,NA,NA,NA,2011,2018,Presence_only,992,1478,22.1000003814697,Seasonal Forest,YES,Coletas realizadas em um fragmentos
ANNE_04065,ANNE,21261,PAULO LOPES,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-27.8667,-48.75,Municipality,Sertao do Campo,Angiosperms,Piperaceae,Peperomia,rotundifolia,Peperomia rotundifolia,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,380,1603,22.2000007629395,Ombrophilous Forest,YES,NA
MENE2_12605,MENE2,E2055,CAMPINA GRANDE DO SUL,PARANA,PR,Brazil,NA,NA,-25.3056,-49.0553,Coordinates given in the herbarium record,NA,Angiosperms,Bromeliaceae,Aechmea,ornata,Aechmea ornata,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,904,1611,21.2000007629395,Ombrophilous Forest,YES,NA
