scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
Byrsonima coccolobifolia,magnoliaceae,byrsonima coccolobifolia,Malpighiaceae,Byrsonima coccolobifolia,Kunth,flowering plants,Accepted,Malpighiaceae,Kunth,-22.4333,-46.95,1979-08-01,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
NA,Acanthaceae,Ruellia L.,Acanthaceae,Ruellia,L.,flowering plants,Accepted,Acanthaceae,L.,-16.985639,-39.577222,2009-04-20,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Matayba opaca,Sapindaceae,Matayba opaca Radlk.,Sapindaceae,Matayba opaca,Radlk.,flowering plants,Accepted,Sapindaceae,Radlk.,-2.633333,-60.02,1996-03-08,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Andira fraxinifolia,Fabaceae,Andira fraxinifolia Benth.,Fabaceae,Andira fraxinifolia,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-12.58,-41.25,1991-06-05,GBIF,K,K,K,Herbarium,3716,1
Piptocarpha axillaris,Asteraceae,Piptocarpha axillaris,Asteraceae,Piptocarpha axillaris,(Less.) Baker,flowering plants,Accepted,Asteraceae,(Less.) Baker,-28.285278,-49.298889,1990-10-31,SpeciesLink,UNESC,UNESC,UNESC,CRI,538,1
Bertolonia mosenii,Melastomataceae,Bertolonia mosenii Cogn.,Melastomataceae,Bertolonia mosenii,Cogn.,flowering plants,Accepted,Melastomataceae,Cogn.,-24.1101,-47.5939,2002-04-22,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Calyptranthes dardanoi,Myrtaceae,Calyptranthes dardanoi Mattos,Myrtaceae,Calyptranthes dardanoi,Mattos,flowering plants,Accepted,Myrtaceae,Mattos,-9.227494,-35.857983,2013-11-24,GBIF,IMA,IMA,IMA,MAC,2458,1
Jacaranda puberula,Bignoniaceae,Jacaranda semiserrata,Bignoniaceae,Jacaranda semiserrata,Cham.,flowering plants,Accepted,Bignoniaceae,Cham.,-22.694886,-46.668492,1947-12-02,SpeciesLink,IAC,IAC,IAC,IAC,1365,1
NA,Verbenaceae,Lippia L.,Verbenaceae,Lippia,L.,flowering plants,Accepted,Verbenaceae,L.,-15.892222,-47.857222,2015-04-14,GBIF,Universidade Federal de Juiz de Fora (UFJF),Universidade Federal de Juiz de Fora (UFJF),Universidade Federal de Juiz de Fora (UFJF),CESJ,2728,1
Licaria rodriguesii,Lauraceae,Licaria rodriguesii Kurz,Lauraceae,Licaria rodriguesii,Kurz,flowering plants,Accepted,Lauraceae,Kurz,0.41888,-62.93305,1996-08-09,MO,MO,MO,MO,NA,280,1
Streptochaeta spicata,Poaceae,Streptochaeta spicata Schrad. ex Nees,Poaceae,Streptochaeta spicata,Schrad. ex Nees,flowering plants,Accepted,Poaceae,Schrad. ex Nees,-16.381389,-39.288889,2000-05-29,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Tibouchina saxicola,Melastomataceae,"Tibouchina saxicola F.S.Mey., P.J.F.Guim. & R.Goldenb.",Melastomataceae,Tibouchina saxicola,"F.S.Mey., P.J.F.Guim. & R.Goldenb.",flowering plants,No opinion,Melastomataceae,"F.S.Mey., P.J.F.Guim. & R.Goldenb.",-24.161667,-49.651944,2012-05-05,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Cyathea axillaris,Cyatheaceae,Trichipteris leucolepis (C.Martius) R.Tryon,Cyatheaceae,Trichipteris leucolepis,(Mart.) R.M. Tryon,ferns and allies,Accepted,Cyatheaceae,(Fée) Lellinger,NA,NA,NA,GBIF,F,F,F,Botany,3567,1
Emmotum nitens,Icacinaceae,Emmotum nitens Miers,Icacinaceae,Emmotum nitens,(Benth.) Miers,flowering plants,Accepted,Icacinaceae,(Benth.) Miers,-12.424444,-41.477778,2009-02-27,GBIF,"Universidade Federal Rural de Pernambuco, UFRPE","Universidade Federal Rural de Pernambuco, UFRPE","Universidade Federal Rural de Pernambuco, UFRPE",HST,2125,1
NA,Phyllanthaceae,Phyllanthus L.,Phyllanthaceae,Phyllanthus,L.,flowering plants,Accepted,Phyllanthaceae,L.,-16.061528,-40.056528,2004-03-04,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
NA,LEGUMINOSAE CAESALPINIOIDEAE,Senna rugosa (G.Don) H.S.Irwin & Barneby,NA,Leguminosae,NA,flowering plants,Accepted,NA,NA,-14.1705556,-47.6172222,1998-01-18,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Galphimia brasiliensis,MALPIGHIACEAE,Galphimia brasiliensis Nied.,Malpighiaceae,Galphimia brasiliensis,(L.) A. Juss.,flowering plants,Accepted,Malpighiaceae,(L.) A. Juss.,-12.7,-39.9333333,1983-02-26,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
NA,Malvaceae,Helicteres L.,Malvaceae,Helicteres,L.,flowering plants,Accepted,Malvaceae,L.,-17.859167,-51.725556,2008-04-21,GBIF,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),HJ,1627,1
NA,Annonaceae,Guatteria Ruiz & Pav.,Annonaceae,Guatteria,Ruiz & Pav.,flowering plants,Accepted,Annonaceae,Ruiz & Pav.,-0.255833,-61.844722,2012-03-19,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
NA,Fabaceae,Chamaecrista Moench,Fabaceae,Chamaecrista,Moench,flowering plants,Accepted,Fabaceae,Moench,-11.496389,-41.341389,2004-09-04,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
NA,Amaranthaceae,Alternanthera Forssk.,Amaranthaceae,Alternanthera,Forssk.,flowering plants,Accepted,Amaranthaceae,Forssk.,-0.896667,-46.427222,2015-01-24,GBIF,Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),HBRA,1766,1
Davilla elliptica,Dilleniaceae,Davilla elliptica A.St.-Hil.,Dilleniaceae,Davilla elliptica,A. St.-Hil.,flowering plants,Accepted,Dilleniaceae,A. St.-Hil.,-21.022656,-50.890225,2013-09-22,GBIF,MBM,MBM,MBM,MBM,3422,1
Zelometeorium patulum,Meteoriaceae,"Zelometeorium patulum Manuel, 1977",Meteoriaceae,Zelometeorium patulum,(Hedw.) Manuel,bryophytes,Accepted,Meteoriaceae,(Hedw.) Manuel,-7.616111,-35.509444,2010-03-23,GBIF,UFPE,UFPE,UFPE,UFP,2854,1
Pseuderanthemum congestum,Acanthaceae,Pseuderanthemum congestum,Acanthaceae,Pseuderanthemum congestum,(S. Moore) Wassh.,flowering plants,Accepted,Acanthaceae,(S. Moore) Wassh.,-10.1614,-59.0918,1997-07-11,SpeciesLink,ESALQ,ESALQ,ESALQ,ESA,479,1
NA,Lejeuneaceae,Lejeuneaceae,NA,Lejeuneaceae,NA,bryophytes,Accepted,Lejeuneaceae,NA,-23.663889,-46.538333,1985-02-26,GBIF,IBt,IBt,IBt,SP-BRYOPHYTA,1670,1
Cissampelos andromorpha,Menispermaceae,Cissampelos andromorpha DC.,Menispermaceae,Cissampelos andromorpha,DC.,flowering plants,Accepted,Menispermaceae,DC.,-19.936111,-40.616667,1987-11-19,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Hydrolea spinosa,Hydroleaceae,Hydrolea spinosa L.,Hydroleaceae,Hydrolea spinosa,L.,flowering plants,Accepted,Hydroleaceae,L.,-14.198333,-49.291944,2013-06-14,GBIF,UnB,UnB,UnB,UB,3120,1
Solanum campaniforme,Solanaceae,Solanum campaniforme Willd.,Solanaceae,Solanum campaniforme,Roem. & Schult.,flowering plants,Accepted,Solanaceae,Roem. & Schult.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
Orthosia congesta,ASCLEPIADACEAE,Orthosia congesta,Apocynaceae,Orthosia congesta,(Vell.) Decne.,flowering plants,Accepted,Apocynaceae,(Vell.) Decne.,-19.935833,-40.6,2005-05-13,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Moldenhawera polysperma,Caesalpiniaceae,Moldenhawera polysperma (Vell.) Stellfeld,Fabaceae,Moldenhawera polysperma,(Vell.) Stellfeld,flowering plants,Accepted,Fabaceae,(Vell.) Stellfeld,-22.525,-42.28333,1995-08-16,NY,NY,NY,NY,Herbarium,104,1
Paspalum guttatum,Poaceae,Paspalum guttatum Trin.,Poaceae,Paspalum guttatum,Trin.,flowering plants,Accepted,Poaceae,Trin.,-11.688056,-47.7025,2014-11-20,GBIF,UnB,UnB,UnB,UB,3120,1
Cupania oblongifolia,Sapindaceae,Cupania oblongifolia Mart.,Sapindaceae,Cupania oblongifolia,Mart.,flowering plants,Accepted,Sapindaceae,Mart.,-24.551389,-48.681944,1994-04-22,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1
Kyllinga pumila,CYPERACEAE,Kyllinga pumila Steud.,Cyperaceae,Kyllinga pumila,Steud.,flowering plants,No opinion,Cyperaceae,Steud.,-0.4166667,-64.4166667,1979-06-29,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
NA,Lejeuneaceae,Ceratolejeunea (Spruce) J.B.Jack & Steph.,Lejeuneaceae,Ceratolejeunea,(Spruce) Schiffn.,bryophytes,Accepted,Lejeuneaceae,(Spruce) Schiffn.,-22.696667,-45.516667,1980-11-22,GBIF,IBt,IBt,IBt,SP-BRYOPHYTA,1670,1
Stylosanthes guianensis,Fabaceae,Stylosanthes guianensis (Aubl.) Sw.,Fabaceae,Stylosanthes guianensis,(Aubl.) Sw.,flowering plants,Accepted,Fabaceae,(Aubl.) Sw.,-6.741861,-35.142056,1990-07-24,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Tournefortia bicolor,Heliotropiaceae,Tournefortia bicolor Sw.,Boraginaceae,Tournefortia bicolor,Sw.,flowering plants,Accepted,Boraginaceae,Sw.,-1.2,-48.341667,NA,GBIF,M,M,M,Botanische Staatssammlung Muenchen,3820,1
Declieuxia fruticosa,Rubiaceae,Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,Rubiaceae,Declieuxia fruticosa,(Willd. ex Roem. & Schult.) Kuntze,flowering plants,Accepted,Rubiaceae,(Willd. ex Roem. & Schult.) Kuntze,-15.4829,-48.4855,2005-12-10,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Mikania cordifolia,Asteraceae,Mikania cordifolia Willd.,Asteraceae,Mikania cordifolia,(L. f.) Willd.,flowering plants,Accepted,Asteraceae,(L. f.) Willd.,-3.481667,-41.509444,2003-03-29,GBIF,UFPI,UFPI,UFPI,TEPB,2593,1
NA,Asteraceae,Mikania Willd.,Asteraceae,Mikania,Willd.,flowering plants,Accepted,Asteraceae,Willd.,-19.704167,-43.473889,1992-07-02,GBIF,FUNED,FUNED,FUNED,FUNED-POL,2434,1
Tetrapterys microphylla,MALPIGHIACEAE,Tetrapterys microphylla (A . Juss.) Nied.,Malpighiaceae,Tetrapterys microphylla,Nied.,flowering plants,Accepted,Malpighiaceae,Nied.,-14,-47,1965-10-21,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Anemia dentata,Anemiaceae,Anemia dentata,Anemiaceae,Anemia dentata,Gardner,ferns and allies,No opinion,Anemiaceae,NA,-12.853611,-39.475556,2010-10-25,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
NA,Violaceae,Noisettia Kunth,Violaceae,Noisettia,Kunth,flowering plants,Accepted,Violaceae,Kunth,-20.026667,-40.492222,2007-11-30,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Setaria fiebrigii,Poaceae,Setaria fiebrigii R.A.W.Herrm.,Poaceae,Setaria fiebrigii,R.A.W. Herrm.,flowering plants,Accepted,Poaceae,R.A.W. Herrm.,-29.362222,-50.66,2001-11-04,GBIF,UCS,UCS,UCS,HUCS,3380,1
Evolvulus barbatus,Convolvulaceae,Evolvulus barbatus Meisn.,Convolvulaceae,Evolvulus barbatus,Meisn.,flowering plants,Accepted,Convolvulaceae,Meisn.,-23.59028,-48.04972,1960-01-23,NY,NY,NY,NY,Herbarium,104,1
Miconia kavanayensis,Melastomataceae,Miconia kavanayensis Wurdack,Melastomataceae,Miconia kavanayensis,Wurdack,flowering plants,Accepted,Melastomataceae,Wurdack,3,-51.5,1984-12-06,MO,MO,MO,MO,NA,280,1
NA,Sapotaceae,Pradosia Liais.,Sapotaceae,Pradosia,NA,flowering plants,Accepted,Sapotaceae,NA,-19.9075,-40.553056,2002-12-19,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Piper umbellatum,Piperaceae,Piper umbellatum L.,Piperaceae,Piper umbellatum,L.,flowering plants,Accepted,Piperaceae,L.,-26.91,-49.410833,2017-03-20,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Licania heteromorpha,Chrysobalanaceae,Chrysobalanaceae Licania heteromorpha,Chrysobalanaceae,Licania heteromorpha,Benth.,flowering plants,Accepted,Chrysobalanaceae,Benth.,-1.70781,-51.45916,2002-11-15,TEAM,Caxiuanã,Fernanda Santos,NA,NA,36,1
Solanum campaniforme,Solanaceae,Solanum campaniforme Roem. & Schult.,Solanaceae,Solanum campaniforme,Roem. & Schult.,flowering plants,Accepted,Solanaceae,Roem. & Schult.,-16.4625,-39.32527,NA,MO,MO,MO,MO,NA,280,1
Ipomoea asarifolia,Convolvulaceae,Ipomoea asarifolia Roem. & Schult.,Convolvulaceae,Ipomoea asarifolia,(Desr.) Roem. & Schult.,flowering plants,Accepted,Convolvulaceae,(Desr.) Roem. & Schult.,-11.191111,-40.555,1999-06-26,GBIF,"Universidade Federal Rural de Pernambuco, UFRPE","Universidade Federal Rural de Pernambuco, UFRPE","Universidade Federal Rural de Pernambuco, UFRPE",HST,2125,1
Abarema filamentosa,Fabaceae,Abarema filamentosa Pittier,Fabaceae,Abarema filamentosa,(Benth.) Pittier,flowering plants,Accepted,Fabaceae,(Benth.) Pittier,-22.87025,-47.07717,2005-10-14,GBIF,IAC,IAC,IAC,IAC,3493,1
NA,Plumbaginaceae,Plumbago sp.,Plumbaginaceae,Plumbago,L.,flowering plants,Accepted,Plumbaginaceae,L.,-7.930833,-38.22,2002-05-07,SpeciesLink,IPA,IPA,IPA,IPA,894,1
Calyptranthes strigipes,Myrtaceae,Calyptranthes strigipes,Myrtaceae,Calyptranthes strigipes,O. Berg,flowering plants,Accepted,Myrtaceae,O. Berg,-24.608333,-47.885,1995-08-24,SpeciesLink,UNICAMP,UNICAMP,UNICAMP,UEC,1030,1
Crotalaria holosericea,Fabaceae,Crotalaria holosericea Nees & Mart.,Fabaceae,Crotalaria holosericea,Nees & Mart.,flowering plants,Accepted,Fabaceae,Nees & Mart.,-13.604444,-41.76,2004-03-06,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Sebastiania commersoniana,Euphorbiaceae,Gymnanthes klotzschiana Müll.Arg.,Euphorbiaceae,Gymnanthes klotzschiana,Müll. Arg.,flowering plants,Accepted,Euphorbiaceae,(Baill.) L.B. Sm. & Downs,-22.716667,-53.1,2007-10-19,GBIF,UEM,UEM,UEM,HUEM,2180,1
NA,Erythroxylaceae,Erythroxylum P.Browne,Erythroxylaceae,Erythroxylum,P. Browne,flowering plants,Accepted,Erythroxylaceae,P. Browne,-1.583333,-55.53,1981-08-09,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Sebastiania serrata,euphorbiaceae,sebastiana serrata,Euphorbiaceae,Sebastiania serrata,(Baill. ex Müll. Arg.) Müll. Arg.,flowering plants,Accepted,Euphorbiaceae,(Baill. ex Müll. Arg.) Müll. Arg.,-23.5874,-46.7025,1994-07-29,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
Coussarea platyphylla,Rubiaceae,Coussarea platyphylla Müll.Arg.,Rubiaceae,Coussarea platyphylla,Müll. Arg.,flowering plants,Accepted,Rubiaceae,Müll. Arg.,-22.4819,-54.3025,2004-12-11,GBIF,IAC,IAC,IAC,IAC,3493,1
Guatteria tomentosa,Annonaceae,Guatteria tomentosa Rusby,Annonaceae,Guatteria tomentosa,Rusby,flowering plants,Accepted,Annonaceae,Rusby,-19.334833,-41.319694,2006-11-08,NY,NY,NY,NY,Herbarium,104,1
Diandrolyra tatianae,Poaceae,Diandrolyra tatianae Soderstr. & Zuloaga,Poaceae,Diandrolyra tatianae,Soderstr. & Zuloaga,flowering plants,Accepted,Poaceae,Soderstr. & Zuloaga,-22.45,-42.65,1972-04-29,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Monotagma plurispicatum,Marantaceae,Monotagma plurispicatum,Marantaceae,Monotagma plurispicatum,(Körn.) K. Schum.,flowering plants,Accepted,Marantaceae,(Körn.) K. Schum.,-10.656333,-40.371611,2011-10-09,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
Turnera sidoides,Turneraceae,Turnera sidoides subsp. holosericea (Urb.) Arbo,Passifloraceae,Turnera sidoides subsp. holosericea,Arbo,flowering plants,Accepted,Passifloraceae,Arbo,-30.159167,-52.581667,2013-11-08,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
NA,Orchidaceae,Acianthera Scheidw.,Orchidaceae,Acianthera,Scheidw.,flowering plants,Accepted,Orchidaceae,Scheidw.,NA,NA,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Everardia montana,Cyperaceae,Everardia montana Ridl.,Cyperaceae,Everardia montana,Ridl.,flowering plants,Accepted,Cyperaceae,Ridl.,0.863333,-63.333056,2014-04-20,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Siparuna decipiens,Siparunaceae,Siparunaceae Siparuna decipiens,Siparunaceae,Siparuna decipiens,(Tul.) A. DC.,flowering plants,Accepted,Siparunaceae,(Tul.) A. DC.,-2.9289898,-59.9468382,2007-08-16,TEAM,Manaus,Eduardo Eler,NA,NA,42,1
NA,Eriocaulaceae,Eriocaulaceae,Eriocaulaceae,Eriocaulaceae,Martinov,flowering plants,Accepted,Eriocaulaceae,Martinov,-12.455694,-41.466583,2012-07-15,GBIF,"Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP",HRCB,2238,1
Pera glabrata,euphorbiaceae,pera glabrata,Euphorbiaceae,Pera glabrata,(Schott) Poepp. ex Baill.,flowering plants,Accepted,Euphorbiaceae,(Schott) Poepp. ex Baill.,-20.1225,-47.3861,2001-04-03,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
Senegalia loretensis,Fabaceae,Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger,Fabaceae,Senegalia loretensis,(J.F. Macbr.) Seigler & Ebinger,flowering plants,Accepted,Fabaceae,(J.F. Macbr.) Seigler & Ebinger,-9.5475,-65.1875,2012-08-17,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Ipomoea setosa,Convolvulaceae,Ipomoea setosa Ker-Gawler,Convolvulaceae,Ipomoea setosa,Ker Gawl.,flowering plants,Accepted,Convolvulaceae,Ker Gawl.,-8.72,-35.840556,2011-09-20,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Pagamea coriacea,Rubiaceae,Pagamea coriacea,Rubiaceae,Pagamea coriacea,Spruce ex Benth.,flowering plants,Accepted,Rubiaceae,Spruce ex Benth.,0.55,-67.383333,1987-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
Cupania vernalis,Sapindaceae,Cupania vernalis,Sapindaceae,Cupania vernalis,Cambess.,flowering plants,Accepted,Sapindaceae,Cambess.,-28.231944,-48.671389,2001-10-28,SpeciesLink,PUCRS,PUCRS,PUCRS,MPUC,681,1
Chionanthus trichotomus,Oleaceae,Chionanthus trichotomus (Vell.) P.S.Green,Oleaceae,Chionanthus trichotomus,(Vell.) P.S. Green,flowering plants,Accepted,Oleaceae,(Vell.) P.S. Green,-10,-55,1845-01-01,GBIF,SNSB-M,SNSB-M,SNSB-M,BSMvplantscoll,1972,1
NA,CONVOLVULACEAE,Alibertia sp.,Convolvulaceae,Convolvulaceae,Juss.,flowering plants,Accepted,Convolvulaceae,Juss.,-20.5269445,-41.1016667,2008-07-18,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Eugenia gracillima,Myrtaceae,Eugenia gracillima Kiaersk.,Myrtaceae,Eugenia gracillima,Kiaersk.,flowering plants,Accepted,Myrtaceae,Kiaersk.,NA,NA,2011-11-22,GBIF,UEM,UEM,UEM,HUEM,2180,1
Adiscanthus fusciflorus,Rutaceae,Adiscanthus fusciflorus Ducke,Rutaceae,Adiscanthus fusciflorus,Ducke,flowering plants,Accepted,Rutaceae,Ducke,-2.883333,-59.966667,1994-10-27,GBIF,USP,USP,USP,SPF,3527,1
NA,Gleicheniaceae,Dicranopteris,Gleicheniaceae,Dicranopteris,Bernh.,ferns and allies,Accepted,Gleicheniaceae,Bernh.,-12.65,-41.316667,1997-01-28,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Licania octandra,Chrysobalanaceae,Chrysobalanaceae Licania octandra,Chrysobalanaceae,Licania octandra,(Hoffmanns. ex Roem. & Schult.) Kuntze,flowering plants,Accepted,Chrysobalanaceae,(Hoffmanns. ex Roem. & Schult.) Kuntze,-1.75391,-51.52048,2003-04-25,TEAM,Caxiuanã,Fernanda Santos,NA,NA,36,1
NA,Sapotaceae,Sapotaceae,Sapotaceae,Sapotaceae,Juss.,flowering plants,Accepted,Sapotaceae,Juss.,-17.7861,-50.1004,2012-08-16,GBIF,UnB,UnB,UnB,UB,3120,1
Bulbostylis sphaerocephala,Cyperaceae,Bulbostylis sphaerocephala C.B.Clarke,Cyperaceae,Bulbostylis sphaerocephala,(Boeck.) C.B. Clarke,flowering plants,Accepted,Cyperaceae,(Boeckeler) Lindm.,-22.75,-48.416667,NA,GBIF,ULM,ULM,ULM,Herbarium University Ulm,3232,1
Miconia kriegeriana,MELASTOMATACEAE,Miconia kriegeriana,Melastomataceae,Miconia kriegeriana,Baumgratz & Chiaveg.,flowering plants,Accepted,Melastomataceae,Baumgratz & Chiaveg.,-20.516111,-41.083611,2008-02-12,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
NA,LEGUMINOSAE PAPILIONOIDEAE,Cratylia argentea (Desv.) Kuntze,NA,Leguminosae,NA,flowering plants,Accepted,NA,NA,-15.8333333,-46.0833333,1997-05-08,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Oldenlandia filicaulis,Rubiaceae,Oldenlandia filicaulis K.Schum.,Rubiaceae,Oldenlandia filicaulis,K. Schum.,flowering plants,Accepted,Rubiaceae,K. Schum.,-14.266667,-42.526111,2006-01-10,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
NA,Melastomataceae,Miconia Ruiz & Pav.,Melastomataceae,Miconia,Ruiz & Pav.,flowering plants,Accepted,Melastomataceae,Ruiz & Pav.,-9.272222,-64.482778,2011-03-26,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Myrcia splendens,Myrtaceae,Myrcia splendens DC.,Myrtaceae,Myrcia splendens,(Sw.) DC.,flowering plants,Accepted,Myrtaceae,(Sw.) DC.,-9.311667,-64.606111,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Combretum mellifluum,Combretaceae,Combretum mellifluum Eichler,Combretaceae,Combretum mellifluum,Eichler,flowering plants,Accepted,Combretaceae,Eichler,-19.916667,-49.516667,1993-11-23,GBIF,UNESPSJRP,UNESPSJRP,UNESPSJRP,SJRP,2903,1
Ilex paraguariensis,Aquifoliaceae,Ilex paraguariensis A.St.-Hil.,Aquifoliaceae,Ilex paraguariensis,A. St.-Hil.,flowering plants,Accepted,Aquifoliaceae,A. St.-Hil.,-21.502,-46.3353,1980-10-02,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Myrcia pubiflora,Myrtaceae,Myrcia pubiflora DC.,Myrtaceae,Myrcia pubiflora,DC.,flowering plants,Accepted,Myrtaceae,DC.,-11.385528,-37.425861,2010-12-02,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
Digitaria gardneri,Poaceae,Digitaria gardneri Henrard,Poaceae,Digitaria gardneri,Henrard,flowering plants,Accepted,Poaceae,Henrard,-21.88333,-56.31667,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Chamaecrista pohliana,Fabaceae,Chamaecrista pohliana (Benth.) H.S.Irwin & Barneby,Fabaceae,Chamaecrista pohliana,(Benth.) H.S. Irwin & Barneby,flowering plants,Accepted,Fabaceae,(Benth.) H.S. Irwin & Barneby,-15.950833,-47.871667,2008-12-24,GBIF,"Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC",EAC,2420,1
NA,Bignoniaceae,Adenocalymma Mart. ex Meisn.,Bignoniaceae,Adenocalymma,Mart. ex Meisn.,flowering plants,Accepted,Bignoniaceae,Mart. ex Meisn.,1.059167,-61.746667,2012-03-25,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Salpichlaena volubilis,Blechnaceae,Salpichlaena volubilis J.Sm.,Blechnaceae,Salpichlaena volubilis,(Kaulf.) J. Sm.,ferns and allies,Accepted,Blechnaceae,(Kaulf.) J. Sm.,-9.184722,-35.92,2009-05-07,GBIF,UFPE,UFPE,UFPE,UFP,2854,1
Crepidospermum atlanticum,Burseraceae,Crepidospermum atlanticum D.C. Daly,Burseraceae,Crepidospermum atlanticum,Daly,flowering plants,Accepted,Burseraceae,Daly,-15.26472,-40.57472,1996-11-14,MO,MO,MO,MO,NA,280,1
NA,Commelinaceae,Commelina L.,Commelinaceae,Commelina,L.,flowering plants,Accepted,Commelinaceae,L.,-5.051944,-37.395833,2007-03-15,GBIF,UFERSA,UFERSA,UFERSA,MOSS,1570,1
Coccocypselum lanceolatum,Rubiaceae,Coccocypselum lanceolatum Pers.,Rubiaceae,Coccocypselum lanceolatum,(Ruiz & Pav.) Pers.,flowering plants,Accepted,Rubiaceae,(Ruiz & Pav.) Pers.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
